first_name,last_name,date_of_birth,current_school,current_grade,default_discount_percentage
Ivy,Davis,2009-11-12,,Senior,30.5
Henry,Do,2010-05-03,Truong THPT Nguyen Trai,10,18.2
Quinn,Brown,2008-06-02,,Senior,43.0
Viet,Brown,2011-07-26,Truong THPT Nguyen Du,9,40.4
Noah,Duong,2011-05-14,Truong THPT Hai Ba Trung,12,49.7
Noah,Taylor,2011-08-21,,Junior,7.1
Khanh,Davis,,Columbia University,Junior,37.4
Quang,Le,,Truong THPT Ly Tu Trong,Freshman,19.4
Paul,Lopez,2010-11-17,University of California,,7.2
Noah,Anderson,2011-05-21,,9,47.6
Giang,Dang,2010-02-08,Truong THPT Nguyen Trai,,42.9
Khanh,Martin,2008-03-23,,11,0.5
Henry,Rodriguez,2009-08-15,Columbia University,,6.2
Noah,Jones,,University of California,Junior,9.7
Grace,Anderson,2008-12-17,,12,6.8
Duc,Thomas,2011-05-30,Truong THPT Nguyen Trai,,31.3
Phong,Duong,2010-06-02,,,22.1
Grace,Dong,2010-12-22,Columbia University,Senior,0.6
Brian,Do,2008-07-29,University of California,Sophomore,41.1
Emma,Bui,2011-04-05,Duke University,,19.7
Alex,Ngo,2010-02-26,Truong THPT Ly Tu Trong,,48.0
Alex,Miller,2011-01-01,,11,37.6
Noah,Nguyen,2008-12-27,Columbia University,,34.9
Khanh,Nguyen,2010-08-24,University of California,Freshman,1.9
Xuan,Jones,2009-01-14,Stanford University,,2.6
Giang,Le,2010-05-02,Princeton University,9,6.2
Binh,Dong,,Truong THPT Le Loi,12,8.2
Liam,Davis,2011-03-30,,,24.8
Ivy,Vo,2008-07-03,Columbia University,11,3.0
Quang,Johnson,2010-03-22,,12,19.9
Minh,Ho,2008-07-02,Columbia University,,31.8
Emma,Tran,,Truong THPT Le Quy Don,10,0.1
Giang,Davis,2010-04-04,Truong THPT Nguyen Du,,37.7
Ivy,Dang,2008-12-19,,12,30.1
Binh,Davis,2009-06-17,MIT,,46.1
Uyen,Hernandez,2009-12-28,Stanford University,Senior,6.2
Frank,Johnson,2011-03-25,Truong THPT Vo Thi Sau,11,27.9
Sam,Nguyen,2007-11-03,,Sophomore,44.0
Frank,Bui,2010-11-16,,10,46.8
Noah,Phan,2009-12-01,,,48.8
Xuan,Miller,2011-03-04,,9,25.7
Oanh,Ly,2011-06-21,,,35.6
Nam,Thomas,2010-11-04,,11,36.5
Yen,Gonzalez,2011-02-21,,,37.4
Grace,Bui,2010-03-05,Truong THPT Hai Ba Trung,Sophomore,44.1
Jack,Garcia,,Yale University,,28.5
Quang,Nguyen,2008-07-18,,,39.7
Binh,Ly,2009-09-26,Northwestern University,,10.5
Xuan,Vu,2010-06-27,,10,23.1
Phong,Martinez,2009-07-22,Yale University,Sophomore,30.2
Duc,Anderson,2008-12-01,,,3.9
Yen,Truong,2010-07-03,Truong THPT Le Quy Don,,14.1
Kelly,Do,2007-11-25,Truong THPT Ly Tu Trong,Freshman,2.6
Hoa,Brown,2009-03-09,Truong THPT Ly Tu Trong,9,35.9
Grace,Dang,2010-01-24,Truong THPT Vo Thi Sau,,22.2
Duc,Smith,,Truong THPT Nguyen Du,Junior,47.9
Binh,Martinez,2010-08-15,University of California,,14.8
Chi,Nguyen,,,Freshman,4.3
Nam,Gonzalez,2011-02-08,Truong THPT Tran Phu,Senior,48.1
Sam,Truong,2007-12-11,Truong THPT Le Loi,,10.9
David,Wilson,2010-04-15,Northwestern University,Junior,41.2
Yen,Phung,2011-02-05,Truong THPT Hai Ba Trung,10,31.5
Yen,Ngo,2011-08-26,,10,48.7
Grace,Phan,2010-05-02,MIT,,35.3
Frank,Jones,2008-06-18,Northwestern University,11,0.5
Tina,Ly,,MIT,,35.7
Liam,Hernandez,2010-04-26,Truong THPT Vo Thi Sau,,13.8
Yen,Davis,,Stanford University,11,35.9
Jack,Gonzalez,2008-12-01,Stanford University,Sophomore,40.4
Catherine,Brown,,Truong THPT Nguyen Du,Freshman,15.4
Noah,Dinh,2010-03-26,Truong THPT Nguyen Hue,Senior,33.5
Viet,Phan,2011-05-28,Truong THPT Nguyen Du,,30.9
Phong,Martinez,,,,31.6
Duc,Ngo,2008-07-27,Columbia University,9,31.1
Henry,Tran,2008-06-17,,,0.2
Alex,Do,2011-08-31,Truong THPT Ly Tu Trong,Junior,24.5
Rachel,Wilson,2010-09-07,,,44.8
Frank,Dinh,2009-01-31,Truong THPT Le Quy Don,,12.2
Brian,Smith,2009-05-04,,,29.3
Liam,Hoang,2011-05-07,,,9.4
Grace,Rodriguez,2010-03-13,,Junior,34.7
Tina,Dang,,,Senior,4.6
Noah,Ly,2009-09-01,Northwestern University,Sophomore,36.9
Kelly,Martinez,2010-08-09,Truong THPT Nguyen Trai,12,16.2
Xuan,Ly,2009-03-02,Stanford University,Senior,38.3
Brian,Phan,2008-07-21,Stanford University,,13.2
Quang,Brown,2011-05-03,Northwestern University,Freshman,23.1
Hoa,Dang,2008-06-06,University of Chicago,Sophomore,32.4
Linh,Dong,2010-07-16,,9,25.6
Tina,Dang,2008-03-10,,Sophomore,4.0
Catherine,Duong,2011-07-16,Truong THPT Nguyen Trai,Senior,38.8
Emma,Phan,2011-10-05,Princeton University,Sophomore,27.7
Henry,Ly,,Truong THPT Le Quy Don,9,8.4
Khanh,Pham,2009-12-06,Truong THPT Hai Ba Trung,,30.7
Tina,Taylor,2008-01-24,Truong THPT Nguyen Du,Sophomore,19.7
Tina,Rodriguez,2010-11-22,University of California,Senior,8.9
Brian,Davis,2009-08-11,Duke University,Freshman,29.1
Uyen,Garcia,2008-08-18,Truong THPT Le Loi,Junior,19.8
Emma,Jackson,2009-03-02,,,1.5
Olivia,Vo,2010-09-26,Truong THPT Tran Phu,Freshman,6.4
Chi,Dinh,2008-03-06,Truong THPT Ly Tu Trong,,46.6
Alex,Phung,2009-06-05,Truong THPT Nguyen Du,,25.5
Kelly,Jackson,,Duke University,,15.9
Em,Brown,2010-12-28,Duke University,,32.4
Xuan,Hoang,2010-04-29,Northwestern University,,22.7
Catherine,Ly,2009-07-16,University of California,,36.4
Sang,Hoang,2010-10-19,Truong THPT Quang Trung,Sophomore,1.9
Nam,Ho,2009-02-11,,,41.3
Duc,Vu,2009-01-22,Stanford University,Sophomore,2.0
Oanh,Wilson,2010-09-25,,,7.3
Sam,Thomas,2007-12-10,,Junior,43.0
Sang,Lopez,2009-06-01,Truong THPT Ly Tu Trong,,36.8
Grace,Ngo,2011-03-24,,,42.4
Tina,Nguyen,2009-01-11,Princeton University,,30.9
Paul,Jackson,2008-12-15,Yale University,9,37.9
Frank,Duong,2009-07-07,,Junior,1.7
Liam,Hoang,2011-06-30,Truong THPT Nguyen Hue,Sophomore,1.2
Thu,Garcia,2009-01-31,Harvard University,11,35.2
Liam,Smith,2010-07-10,,Sophomore,37.3
Em,Truong,2008-08-30,Truong THPT Hai Ba Trung,,8.4
Grace,Hoang,,Columbia University,,43.5
Brian,Davis,2008-10-23,University of Chicago,9,0.3
Quinn,Hoang,2010-10-24,Truong THPT Nguyen Du,11,33.1
Nam,Jackson,2008-02-28,Truong THPT Quang Trung,9,33.9
Sam,Martinez,2009-12-02,Truong THPT Le Loi,Junior,10.6
Liam,Thomas,2011-02-06,Truong THPT Le Loi,,35.6
Yen,Martinez,2011-10-09,,,36.9
Catherine,Pham,2009-02-09,Truong THPT Vo Thi Sau,Senior,30.5
Xuan,Vu,2008-08-06,Harvard University,Freshman,36.1
Binh,Martin,2011-02-01,Truong THPT Tran Phu,,4.3
Hoa,Vu,2008-03-06,,11,41.7
Catherine,Dang,2009-10-28,,Freshman,38.6
Grace,Martinez,,,Senior,30.4
Henry,Miller,,Truong THPT Le Quy Don,12,42.1
Minh,Phan,2010-08-09,Duke University,Junior,8.2
Viet,Martinez,2011-06-12,MIT,9,15.9
Chi,Moore,,Yale University,Freshman,48.3
Ivy,Martin,2008-08-27,Columbia University,11,47.9
Paul,Phan,2007-11-25,Truong THPT Nguyen Trai,,38.8
Grace,Jackson,2011-06-05,Truong THPT Le Quy Don,11,16.1
Brian,Truong,2008-01-09,Truong THPT Hai Ba Trung,Junior,17.3
Liam,Ngo,2011-09-06,Truong THPT Nguyen Du,10,25.8
Jack,Ngo,2011-09-18,MIT,Sophomore,16.3
David,Davis,2009-09-13,,Sophomore,37.3
Em,Anderson,2010-07-04,Truong THPT Quang Trung,9,49.5
Paul,Do,2011-04-05,University of California,,19.2
Em,Ngo,2010-02-02,,,36.3
Giang,Phan,2009-02-20,Truong THPT Le Loi,,14.3
David,Miller,2009-01-20,,9,44.6
Nam,Ly,2010-01-04,Columbia University,,21.6
Sam,Miller,2010-06-08,Truong THPT Hai Ba Trung,,19.8
Xuan,Ngo,2009-03-01,Truong THPT Quang Trung,,36.3
Olivia,Jackson,2008-11-24,Truong THPT Le Quy Don,,14.3
Hoa,Anderson,2010-05-03,,,16.0
Uyen,Dang,,,12,4.5
Henry,Do,2008-12-31,,9,49.0
Liam,Martin,,,11,41.4
Linh,Tran,2009-02-08,Princeton University,,12.8
David,Lopez,,,Sophomore,13.4
Brian,Phan,2008-02-26,,,48.1
Henry,Duong,2011-08-14,Stanford University,10,29.9
Noah,Miller,,Truong THPT Le Quy Don,,14.2
Duc,Rodriguez,2008-09-09,,,1.7
Noah,Williams,2010-11-08,Northwestern University,,32.7
Alex,Bui,2010-09-27,,Freshman,41.3
Olivia,Wilson,2009-03-14,Harvard University,,17.8
Sang,Dong,2011-01-18,,Senior,4.5
Chi,Brown,2008-02-07,Columbia University,12,4.6
Liam,Martin,,,Senior,19.5
Thu,Nguyen,,Truong THPT Nguyen Du,,13.4
David,Ly,2008-04-12,,,45.6
Hoa,Jackson,2008-11-30,Northwestern University,Sophomore,7.4
Ivy,Dinh,,Truong THPT Nguyen Hue,Sophomore,12.5
Khanh,Williams,2011-09-08,,Junior,49.6
Quinn,Thomas,2010-07-16,,12,18.2
Em,Johnson,2008-01-29,,12,3.1
Alex,Thomas,2009-03-04,Stanford University,Freshman,25.8
Grace,Vu,,Truong THPT Nguyen Hue,10,0.9
Grace,Dang,,Princeton University,Junior,48.3
Phong,Hernandez,2011-09-23,Truong THPT Hai Ba Trung,Sophomore,23.0
Henry,Lopez,,,12,0.5
Binh,Williams,2009-09-10,Harvard University,,36.9
Frank,Wilson,2009-08-10,,,43.1
Minh,Hernandez,2008-07-07,,,33.1
Frank,Smith,2009-10-14,,9,10.0
Minh,Vu,2010-11-12,Columbia University,11,8.6
Giang,Do,2010-01-24,,,1.2
Frank,Anderson,2008-08-04,,10,34.5
Maya,Martin,2009-09-04,Stanford University,Sophomore,33.4
Linh,Pham,2010-09-04,Truong THPT Nguyen Du,Freshman,25.4
Quinn,Phung,2009-06-24,,12,34.9
Sang,Phan,2009-11-03,,,18.6
Giang,Rodriguez,,Truong THPT Nguyen Hue,,26.6
Catherine,Wilson,2011-08-29,Stanford University,9,29.8
Chi,Do,2010-01-11,Yale University,10,5.5
Brian,Truong,2010-01-06,Columbia University,9,32.7
Minh,Tran,2010-07-25,Duke University,9,42.1
Chi,Ho,2010-03-12,Truong THPT Ly Tu Trong,10,41.3
Phong,Nguyen,2009-12-12,,Freshman,13.1
Maya,Hoang,2008-10-15,Stanford University,Senior,2.8
Quinn,Brown,2010-09-12,Princeton University,,23.5
Nam,Rodriguez,2008-11-13,,10,48.5
Nam,Duong,2010-07-18,Northwestern University,Freshman,34.4
Thu,Dinh,2009-05-06,Truong THPT Le Loi,,34.6
Thu,Dang,2010-02-28,Truong THPT Vo Thi Sau,Freshman,4.4
Tina,Jackson,2010-07-27,Truong THPT Le Quy Don,Junior,10.1
Quang,Brown,2009-11-19,Princeton University,,41.8
Liam,Jones,2009-04-27,Truong THPT Quang Trung,9,11.2
Em,Moore,,Harvard University,,46.4
Chi,Dang,2008-11-06,,Senior,25.8
Hoa,Miller,2008-12-02,Truong THPT Nguyen Trai,,4.3
Chi,Dinh,,,Junior,48.7
Viet,Phan,2007-12-22,Truong THPT Ly Tu Trong,10,12.9
Henry,Duong,2010-05-16,Truong THPT Ly Tu Trong,Sophomore,16.5
Linh,Martinez,2011-06-18,Truong THPT Nguyen Trai,,11.2
Viet,Truong,,Truong THPT Le Quy Don,,17.4
Sam,Phung,2011-09-24,,11,39.8
Paul,Thomas,2008-11-01,,Junior,10.7
Quinn,Ngo,,Truong THPT Nguyen Hue,11,48.8
Xuan,Hernandez,2010-09-16,Princeton University,10,46.4
Hoa,Nguyen,2011-06-21,Northwestern University,Freshman,4.9
Emma,Vu,2010-07-02,,11,39.8
Khanh,Williams,,Truong THPT Hai Ba Trung,9,31.6
Linh,Lopez,2009-09-20,,Senior,12.2
David,Williams,2008-01-03,Truong THPT Ly Tu Trong,,6.8
Duc,Rodriguez,2008-07-07,Stanford University,Junior,18.3
Sang,Martinez,2009-10-17,Truong THPT Le Quy Don,,33.2
David,Gonzalez,2009-03-09,Truong THPT Tran Phu,,12.9
Kelly,Johnson,2011-04-28,Columbia University,Senior,1.7
Olivia,Wilson,,Yale University,,14.8
Thu,Phan,2009-07-22,University of California,9,30.2
Nam,Davis,,,10,44.2
Linh,Jackson,2011-04-05,,,1.5
Kelly,Martin,,Truong THPT Nguyen Trai,,43.9
Binh,Phung,2008-09-12,Truong THPT Le Quy Don,9,39.9
Linh,Smith,2009-12-24,,9,37.4
Alex,Ngo,2009-06-11,University of California,,0.4
David,Vu,,,10,14.2
Yen,Hernandez,2008-09-15,,9,44.9
Xuan,Dong,2009-03-07,,,2.6
Ivy,Vo,2009-07-11,,,7.1
Liam,Hernandez,2008-11-18,,,48.9
Binh,Dinh,,Truong THPT Le Quy Don,,39.7
Tina,Tran,2008-07-24,,Junior,40.5
Khanh,Vo,,Duke University,,0.6
Yen,Dang,2011-04-06,Truong THPT Quang Trung,9,24.8
Khanh,Johnson,2008-12-13,Truong THPT Tran Phu,Sophomore,46.9
Oanh,Davis,2010-02-06,Truong THPT Nguyen Du,10,2.4
Liam,Garcia,2011-02-05,Yale University,12,42.8
Uyen,Le,,University of California,12,46.5
Grace,Wilson,2010-06-28,,Freshman,13.9
Linh,Garcia,2010-04-03,,10,40.8
Thu,Pham,2009-10-09,Truong THPT Le Quy Don,,36.2
Maya,Rodriguez,2011-09-06,Truong THPT Nguyen Trai,,35.2
Phong,Jackson,,University of Chicago,,8.4
Kelly,Phung,2009-03-14,,,49.8
Thu,Dang,,Truong THPT Vo Thi Sau,,16.8
Alex,Thomas,,Truong THPT Nguyen Hue,12,28.1
Xuan,Nguyen,2009-05-19,Truong THPT Tran Phu,,15.1
Olivia,Le,,Duke University,Sophomore,45.8
Tina,Rodriguez,,,Senior,30.2
Frank,Hoang,,Truong THPT Nguyen Trai,10,16.5
Oanh,Nguyen,2011-07-02,,,37.0
Emma,Dinh,2009-10-15,,,47.0
Grace,Truong,2008-03-16,Truong THPT Quang Trung,12,8.5
Xuan,Dang,2010-12-14,Truong THPT Vo Thi Sau,9,15.2
Olivia,Martin,2009-08-26,Truong THPT Vo Thi Sau,Junior,0.2
Phong,Hernandez,2009-01-29,Harvard University,Senior,40.0
Frank,Williams,2010-10-11,Stanford University,Sophomore,48.9
David,Smith,2009-05-06,,9,12.0
Emma,Hernandez,2011-09-27,,11,29.0
Noah,Rodriguez,2010-12-14,Harvard University,11,45.1
Quang,Martin,2011-09-24,Truong THPT Le Quy Don,,10.3
Frank,Dang,2009-08-19,Truong THPT Vo Thi Sau,Sophomore,9.0
Liam,Ngo,,,,42.6
Sang,Dong,,Truong THPT Le Quy Don,,40.7
Xuan,Nguyen,2009-11-28,Duke University,Freshman,36.3
Oanh,Brown,2008-12-11,Yale University,Junior,13.8
Minh,Taylor,2008-05-24,,Freshman,3.8
Em,Anderson,,Truong THPT Nguyen Hue,,44.0
Thu,Le,,Truong THPT Le Loi,Sophomore,7.1
Xuan,Lopez,2011-01-10,,10,43.6
Brian,Dang,2009-08-31,,,26.5
Jack,Ly,2009-07-02,,,20.3
Kelly,Brown,2008-02-26,Princeton University,,39.9
Em,Moore,2009-07-11,Princeton University,11,31.1
Grace,Martin,2011-06-23,Northwestern University,,49.1
Henry,Taylor,2009-06-18,,,1.4
Giang,Dinh,2008-04-09,Truong THPT Le Quy Don,,36.6
Duc,Nguyen,,MIT,10,46.1
Quang,Ho,,Truong THPT Tran Phu,9,6.5
Sang,Williams,2009-01-22,,,22.0
Chi,Duong,2008-10-14,University of Chicago,,8.1
Binh,Phan,2009-08-02,,,14.8
Liam,Vu,2011-09-03,Truong THPT Tran Phu,Sophomore,44.2
Khanh,Garcia,2008-01-22,,,32.5
Ivy,Rodriguez,,Truong THPT Vo Thi Sau,Senior,38.7
Tina,Lopez,2008-11-26,University of Chicago,,39.7
Khanh,Dang,2011-01-22,University of Chicago,9,2.9
Viet,Phung,2008-08-24,,,9.8
Frank,Ngo,2011-04-03,Duke University,,43.4
Jack,Jones,2011-01-21,Duke University,Freshman,32.8
Phong,Williams,2011-08-17,Harvard University,Junior,26.0
David,Thomas,2009-02-28,,,47.7
Frank,Martinez,2008-02-23,,,2.3
David,Duong,2010-03-19,Truong THPT Nguyen Trai,12,37.5
Tina,Ngo,2011-02-14,Truong THPT Hai Ba Trung,9,32.7
Catherine,Ho,2010-07-26,Truong THPT Nguyen Trai,Sophomore,36.4
Quang,Wilson,2010-11-06,,Sophomore,34.0
Binh,Williams,2011-05-12,,,29.7
Rachel,Smith,2009-01-09,,,39.1
Ivy,Ly,2011-08-28,University of Chicago,9,13.7
Uyen,Ngo,2010-01-19,,Junior,18.7
Phong,Martin,2009-03-04,MIT,12,44.5
Phong,Duong,2011-05-21,,Junior,17.9
Quinn,Nguyen,2009-11-21,Truong THPT Ly Tu Trong,10,30.0
Minh,Nguyen,2009-01-10,Truong THPT Ly Tu Trong,Sophomore,40.8
Noah,Phan,,Truong THPT Nguyen Du,Sophomore,24.8
Liam,Dang,2008-05-19,University of Chicago,12,41.9
Khanh,Pham,2010-06-07,,,12.8
Uyen,Jones,2009-07-02,,10,16.5
Chi,Thomas,2007-12-10,Truong THPT Nguyen Du,10,19.7
Xuan,Bui,2010-05-03,Yale University,,49.0
Chi,Nguyen,2010-06-03,Truong THPT Quang Trung,Senior,1.0
Uyen,Nguyen,,Truong THPT Ly Tu Trong,9,9.5
Quang,Vo,2009-02-20,MIT,,46.6
Minh,Ngo,2008-11-04,MIT,,34.2
Ivy,Dang,2008-09-28,,,49.4
Chi,Pham,2010-02-19,Truong THPT Vo Thi Sau,,13.7
Phong,Phung,,,,7.9
Binh,Anderson,2007-12-28,Northwestern University,,32.8
Em,Rodriguez,2009-11-13,Truong THPT Quang Trung,10,5.5
Duc,Truong,2008-12-08,University of California,,2.1
Emma,Dang,2011-09-06,Truong THPT Hai Ba Trung,Junior,47.3
Phong,Hoang,2011-07-24,Truong THPT Le Quy Don,,29.6
Catherine,Dang,2011-09-28,Stanford University,,27.1
Ivy,Brown,,University of California,,46.8
Phong,Bui,2009-10-24,Princeton University,9,40.7
Henry,Anderson,,Columbia University,12,47.9
Brian,Moore,2011-06-09,,,23.4
Minh,Miller,,University of Chicago,,10.1
Phong,Dang,2008-07-15,Yale University,Junior,28.4
Chi,Thomas,2009-02-14,Truong THPT Ly Tu Trong,Sophomore,39.3
Phong,Jones,,,Sophomore,18.8
Emma,Nguyen,2010-11-21,,,38.8
Viet,Bui,,,,48.0
Giang,Dang,2008-03-05,Truong THPT Quang Trung,12,18.3
Khanh,Wilson,2010-05-19,Stanford University,11,16.3
Brian,Duong,2011-03-31,Truong THPT Nguyen Du,,22.9
Chi,Vo,2007-12-13,MIT,9,2.9
Brian,Ho,2008-09-06,Truong THPT Le Quy Don,Sophomore,33.4
Henry,Gonzalez,,,9,37.2
Olivia,Davis,2009-08-19,Truong THPT Ly Tu Trong,12,29.8
Paul,Nguyen,2011-07-10,MIT,,31.8
Catherine,Smith,2007-11-06,Truong THPT Le Loi,Freshman,25.3
Rachel,Brown,,Truong THPT Le Quy Don,,41.3
Tina,Dang,2010-11-23,,9,12.7
Minh,Thomas,2010-08-18,,Junior,49.6
David,Davis,2008-11-24,Truong THPT Nguyen Hue,,9.9
Brian,Pham,2009-03-16,Columbia University,Sophomore,46.3
Khanh,Lopez,2011-01-27,Harvard University,Junior,35.4
Yen,Le,,,Freshman,24.6
David,Do,2008-08-18,,9,48.1
Tina,Rodriguez,2010-07-06,,11,46.2
Rachel,Wilson,2008-12-01,Columbia University,,24.8
Minh,Duong,2009-05-05,,10,5.6
Frank,Phan,2011-08-22,,Senior,9.8
Henry,Rodriguez,2009-07-18,University of California,Freshman,2.4
Noah,Bui,2008-07-24,Truong THPT Hai Ba Trung,,38.3
Emma,Davis,2010-02-08,Truong THPT Tran Phu,11,31.5
Yen,Phung,,,,32.1
Catherine,Ly,2011-02-16,Princeton University,10,47.6
Grace,Ho,2010-06-22,MIT,Freshman,22.9
Emma,Anderson,2009-05-16,Truong THPT Vo Thi Sau,10,2.0
Quinn,Anderson,2010-09-09,,12,24.5
Giang,Dang,2010-07-11,,10,16.0
Xuan,Johnson,,,,35.0
Oanh,Duong,2009-03-15,Truong THPT Nguyen Trai,Freshman,0.8
Oanh,Martinez,2011-02-23,Duke University,Freshman,6.6
Kelly,Vo,2011-09-25,Truong THPT Nguyen Du,,35.9
Sam,Dong,,Truong THPT Nguyen Trai,9,47.7
Uyen,Dinh,2010-03-22,Stanford University,Junior,15.9
Liam,Hernandez,2008-02-14,Duke University,,32.0
Chi,Rodriguez,2009-03-16,,Junior,43.6
Olivia,Martin,2008-09-20,Yale University,,13.3
Oanh,Phung,2010-12-08,Yale University,,42.3
Phong,Hernandez,2011-05-20,Truong THPT Le Loi,,18.3
Rachel,Miller,2011-02-12,Truong THPT Quang Trung,Senior,22.5
Viet,Do,2010-10-09,,Sophomore,46.3
Giang,Vo,2008-06-09,Harvard University,,5.7
Alex,Nguyen,2010-05-08,Truong THPT Tran Phu,,47.8
Frank,Rodriguez,2008-07-04,,Senior,27.3
Sang,Anderson,,Truong THPT Vo Thi Sau,,5.3
Binh,Lopez,2007-11-22,,Senior,31.1
Frank,Wilson,,University of California,9,40.8
Thu,Phung,,Stanford University,,31.9
Xuan,Bui,2011-01-05,,,4.5
Frank,Taylor,2009-01-18,Yale University,12,19.2
Phong,Phan,2009-01-14,,11,8.9
Catherine,Nguyen,,University of Chicago,Freshman,42.5
Chi,Hoang,2008-06-06,University of California,,13.6
Linh,Phung,2011-02-11,,Senior,13.5
An,Smith,2011-06-03,University of Chicago,10,19.3
Giang,Miller,,Truong THPT Nguyen Du,11,2.1
Sang,Vo,2010-01-14,University of California,Junior,41.3
Sam,Do,2009-08-06,,,13.5
Frank,Do,2010-03-11,Truong THPT Nguyen Hue,Junior,10.8
Linh,Garcia,2010-10-18,Truong THPT Nguyen Du,11,5.3
Rachel,Wilson,2009-09-25,Yale University,10,29.3
Jack,Wilson,2008-05-05,,,18.4
Rachel,Martinez,2011-02-11,Truong THPT Nguyen Hue,10,21.8
Sam,Williams,2009-02-12,Truong THPT Vo Thi Sau,,26.0
Khanh,Rodriguez,,,,35.9
Quinn,Vu,2008-10-10,University of California,9,30.8
Noah,Phan,,Truong THPT Tran Phu,,10.2
Em,Lopez,2009-12-28,Princeton University,Sophomore,42.1
Jack,Vo,,,10,14.8
Tina,Smith,,University of California,Sophomore,47.0
David,Pham,,Princeton University,11,48.5
Uyen,Gonzalez,2008-03-20,Truong THPT Vo Thi Sau,,39.7
Paul,Do,2011-03-05,Truong THPT Ly Tu Trong,9,34.2
Sam,Dang,2007-11-18,,Freshman,36.1
Linh,Gonzalez,2009-04-20,MIT,Sophomore,15.8
Quinn,Hoang,2009-07-25,,12,3.2
Binh,Pham,2009-02-27,Truong THPT Hai Ba Trung,,27.4
Kelly,Truong,2008-06-28,Truong THPT Le Quy Don,11,31.2
Kelly,Martin,2010-04-12,Truong THPT Quang Trung,9,42.2
Chi,Nguyen,2008-09-10,MIT,Senior,15.8
Maya,Truong,2011-06-24,MIT,Sophomore,29.0
Paul,Hernandez,2011-10-08,Truong THPT Hai Ba Trung,10,14.7
Jack,Dinh,2009-03-31,,,25.2
Chi,Martin,2008-03-29,Truong THPT Vo Thi Sau,,45.6
An,Rodriguez,2008-08-27,,,0.7
Phong,Vu,,Duke University,,27.5
Minh,Phung,2009-05-07,Truong THPT Ly Tu Trong,,44.5
Phong,Vu,2009-02-11,MIT,12,33.1
Sang,Tran,2010-01-21,Princeton University,11,29.5
Khanh,Wilson,2009-11-27,Northwestern University,11,20.1
Sam,Jackson,,Harvard University,11,17.1
Sam,Phan,2011-06-30,University of California,,5.7
Linh,Davis,2011-08-14,,12,2.8
Brian,Le,2011-04-18,Columbia University,12,2.5
Hoa,Smith,2011-05-31,Truong THPT Ly Tu Trong,,31.1
Phong,Pham,2008-08-20,Princeton University,,5.4
Olivia,Taylor,2011-04-26,,,28.4
Hoa,Gonzalez,2009-05-10,Princeton University,10,15.1
Nam,Dinh,2009-09-14,Princeton University,,32.8
Paul,Do,2010-09-23,Harvard University,,41.4
Sang,Duong,2009-05-19,Yale University,12,29.7
Frank,Moore,2008-05-30,Truong THPT Nguyen Trai,Freshman,8.1
Khanh,Duong,,,10,45.5
Olivia,Le,,Stanford University,,9.8
Sang,Anderson,2010-01-26,Truong THPT Ly Tu Trong,,13.9
Yen,Duong,2010-01-06,,10,42.9
Frank,Phan,2009-08-20,Truong THPT Le Quy Don,,46.0
Linh,Tran,2008-06-17,Truong THPT Nguyen Hue,11,28.9
Minh,Dang,2011-04-22,,Senior,25.4
Alex,Pham,2008-03-20,,9,20.8
An,Williams,,Harvard University,,37.8
Rachel,Hernandez,2009-07-02,Truong THPT Le Quy Don,,4.5
Emma,Wilson,2007-11-13,,10,21.9
Quang,Jones,2009-07-11,MIT,9,22.9
Alex,Phung,2009-04-01,,,15.0
Kelly,Brown,2011-05-24,University of Chicago,,3.5
Maya,Rodriguez,2011-03-31,,,34.5
Noah,Duong,2010-07-11,,Freshman,46.3
Henry,Pham,2010-03-17,Stanford University,12,22.8
Jack,Martin,2010-12-26,MIT,,6.7
Phong,Do,2011-05-18,,Junior,36.1
Brian,Phan,,,Sophomore,44.6
Catherine,Hoang,2008-05-25,,12,2.6
Phong,Vu,,MIT,,49.7
Liam,Hernandez,2009-02-07,Truong THPT Tran Phu,,4.0
Alex,Dang,2009-09-24,University of California,10,28.0
Uyen,Ho,2008-12-24,Truong THPT Nguyen Trai,9,13.0
Rachel,Brown,2010-09-10,Truong THPT Le Loi,Senior,19.0
Uyen,Hoang,2010-09-03,,,9.2
Chi,Pham,2010-04-12,University of California,,1.5
Emma,Martin,2011-01-25,University of California,,30.6
Ivy,Phan,2011-05-28,Harvard University,Senior,20.3
Ivy,Phan,2008-08-13,Stanford University,9,25.1
Noah,Miller,2009-08-04,Harvard University,Sophomore,39.9
Noah,Vu,2010-04-15,Harvard University,10,42.8
Duc,Truong,,,,17.2
Yen,Moore,2011-01-25,,12,26.3
Binh,Brown,2008-06-01,,Senior,8.9
Brian,Tran,2009-08-05,Yale University,,35.8
Khanh,Ly,,Columbia University,,24.6
Catherine,Garcia,2011-07-29,Columbia University,,16.3
Duc,Hernandez,2011-08-21,,12,24.9
Jack,Duong,,University of California,11,18.9
Giang,Dang,2010-05-16,Duke University,12,7.9
An,Vo,,,9,9.6
Xuan,Vo,,MIT,Senior,37.2
Frank,Anderson,2011-01-26,,Freshman,31.4
Binh,Vu,2010-04-19,Truong THPT Nguyen Trai,11,40.5
Kelly,Moore,2008-01-19,Harvard University,11,32.0
Maya,Vu,,Columbia University,,21.5
Jack,Bui,2010-05-05,,,18.7
Binh,Dinh,,Princeton University,9,37.8
David,Rodriguez,2010-04-14,,Junior,17.4
Uyen,Rodriguez,2010-03-04,University of California,,38.3
